Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome	TSG_Score	TSG_Rank	TUSON_p_value_OG	TUSON_q_value_OG	OG_Probability_LASSO	Chromosome	OG_Score	OG_Rank
ARHGEF15	1	1	0.083803145	17	0	11227	0.294190154	0.836404549	0.541249213	17	0.077583614	6330
GPCPD1	1	1	0.083796799	20	0	11228	0.087817565	0.647589534	0.57504873	20	0.188700179	2391
SKA2	1	1	0.083793354	17	0	11229	0.99402612	0.996579628	0.521238849	17	0.001487995	12901
PERP	1	1	0.0837909	6	0	11230	0.213572615	0.783797169	0.4875795	6	0.105796309	4925
CLCA1	1	1	0.08378788	1	0	11231	0.213220537	0.783696656	0.545558357	1	0.105852006	4876
SLC25A31	1	1	0.083749634	4	0	11232	0.163034551	0.741856851	0.458308754	4	0.129679888	3916
RALGPS2	1	1	0.083740831	1	0	11233	0.084624075	0.641254808	0.68849963	1	0.192969366	2322
STAC	1	1	0.083729829	3	0	11234	0.016218308	0.395252992	0.518452908	3	0.403124834	688
ACAT2	1	1	0.083709994	6	0	11235	0.995260621	0.996579628	0.46236158	6	0.001487995	14261
OR4C16	1	1	0.083706777	11	0	11236	0.107832189	0.674940736	0.548312053	11	0.170734359	2824
FTSJD2	1	1	0.083699234	6	0	11237	0.984443866	0.996579628	0.553420733	6	0.001487995	12078
COG4	1	1	0.083693008	16	0	11238	0.230815933	0.797523274	0.465924852	16	0.098256634	5193
MPLKIP	1	1	0.083681742	7	0	11239	0.488219463	0.947340727	0.490250271	7	0.023493792	9429
RCBTB1	1	1	0.083661572	13	0	11240	0.294143499	0.836404549	0.542386976	13	0.077583614	6329
DSG3	1	1	0.083634439	18	0	11241	0.097568254	0.662477249	0.560323856	18	0.178829032	2605
USP34	1	1	0.083624123	2	0	11242	0.380739258	0.895126432	0.532451751	2	0.048115618	7690
BICD1	1	1	0.083614235	12	0	11243	0.044301569	0.551097831	0.614088812	12	0.258771298	1400
FAM178A	1	1	0.083601741	10	0	11244	0.117025846	0.691217494	0.50341673	10	0.160385279	2994
C9orf139	1	1	0.083595765	9	0	11245	0.684727851	0.996579628	0.485488751	9	0.001487995	13766
POMC	1	1	0.083595379	2	0	11246	0.370084352	0.886711853	0.533837223	2	0.052217486	7538
EIF3L	1	1	0.083564975	22	0	11247	0.067112909	0.612166666	0.486599263	22	0.213130323	1931
OR10AD1	1	1	0.083551373	12	0	11248	0.367856339	0.885605899	0.46893599	12	0.052759499	7506
UVRAG	1	1	0.083526701	11	0	11249	0.00421671	0.237625189	0.73775641	11	0.624107525	282
IL17A	1	1	0.083521034	6	0	11250	0.28618294	0.832390399	0.494459493	6	0.079672938	6142
CD80	1	1	0.083464816	3	0	11251	0.155637458	0.739852425	0.591898512	3	0.130854898	3722
ZNF384	1	1	0.083448912	12	0	11252	0.959701041	0.996579628	0.612603629	12	0.001487995	11030
LY9	1	1	0.08342854	1	0	11253	0.455148633	0.924658479	0.64151904	1	0.034018644	8702
GYPA	1	1	0.083403549	4	0	11254	0.991716185	0.996579628	0.464594394	4	0.001487995	14216
SLC36A1	1	1	0.083393179	5	0	11255	0.472479402	0.935394039	0.599178395	5	0.029005402	9154
CHMP2B	1	1	0.083390798	3	0	11256	0.081977453	0.639036517	0.490116098	3	0.194474324	2269
ECI2	1	1	0.08336826	6	0	11257	0.996313989	0.996579628	0.506972009	6	0.001487995	13229
RNASE6	1	1	0.083362905	14	0	11258	0.989557698	0.996579628	0.493866653	14	0.001487995	13578
NCOA3	1	1	0.083359362	20	0	11259	0.396967402	0.903051286	0.601892157	20	0.044287585	7948
FNBP1L	1	1	0.083344248	1	0	11260	0.009338401	0.32362152	0.634378696	1	0.489962607	480
COX6B1	1	1	0.083335484	19	0	11261	0.992261442	0.996579628	0.537979954	19	0.001487995	12457
WDR25	1	1	0.083330362	14	0	11262	0.06205802	0.605202543	0.600148678	14	0.218099256	1801
TCEB3B	1	1	0.083316618	18	0	11263	0.249242159	0.806023941	0.471043571	18	0.093652058	5555
LRIF1	1	1	0.083293774	1	0	11264	0.403155765	0.907709833	0.501458939	1	0.04205296	8038
FAM174B	1	1	0.083255203	15	0	11265	0.975295529	0.996579628	0.519454367	15	0.001487995	12941
GUCY2F	1	1	0.083250591	X	0	11266	0.162528969	0.74181056	0.531936467	X	0.129706989	3835
ACOT11	1	1	0.083249357	1	0	11267	0.150346255	0.737023086	0.55153508	1	0.132518908	3633
FNDC7	1	1	0.083245786	1	0	11268	0.452726381	0.924658479	0.510705983	1	0.034018644	8783
SOCS5	1	1	0.083153041	2	0	11269	0.002245805	0.177063951	0.74441375	2	0.751869849	199
ZNF497	1	1	0.083136111	19	0	11270	0.982548553	0.996579628	0.558566549	19	0.001487995	11971
UCHL3	1	1	0.08310961	13	0	11271	0.305564995	0.847334998	0.500168549	13	0.071944855	6494
PLA2G10	1	1	0.083104961	16	0	11272	0.993369299	0.996579628	0.511571927	16	0.001487995	13114
SNW1	1	1	0.083104392	14	0	11273	0.338953542	0.86337043	0.483319671	14	0.06380283	7017
FKBP6	1	1	0.083087842	7	0	11274	0.983425063	0.996579628	0.50591708	7	0.001487995	13258
C1orf177	1	1	0.083061125	1	0	11275	0.102678515	0.668124583	0.497785039	1	0.175142549	2716
PSMA3	1	1	0.083059283	14	0	11276	0.006404093	0.271868313	0.666472379	14	0.565641408	385
PLAUR	1	1	0.083045344	19	0	11277	0.388249468	0.896384179	0.544032465	19	0.047505817	7806
ASCC1	1	1	0.083043148	10	0	11278	0.985123649	0.996579628	0.601994069	10	0.001487995	11163
GTF2F2	1	1	0.083038276	13	0	11279	0.968525393	0.996579628	0.585105438	13	0.001487995	11470
KY	1	1	0.083035198	3	0	11280	0.978071422	0.996579628	0.585641621	3	0.001487995	11455
SNRPD3	1	1	0.083025601	22	0	11281	0.028827987	0.488307633	0.474113759	22	0.311306487	1011
VGLL3	1	1	0.083013949	3	0	11282	0.097846577	0.662635299	0.596191662	3	0.178725433	2609
SKAP2	1	1	0.082997974	7	0	11283	0.00028238	0.048390578	0.706468902	7	1.31523919	83
BTG1	1	1	0.082995853	12	0	11284	0.950640004	0.996579628	0.543366693	12	0.001487995	12331
KRTAP8-1	1	1	0.082984671	21	0	11285	0.203149322	0.778225224	0.478539553	21	0.108894697	4675
SHPK	1	1	0.082983072	17	0	11286	0.991716185	0.996579628	0.46834096	17	0.001487995	14132
BLID	1	1	0.082977648	11	0	11287	0.446151583	0.924658479	0.520599832	11	0.034018644	8772
ASIC3	1	1	0.082871975	7	0	11288	0.607081245	0.996579628	0.597293371	7	0.001487995	11242
CCDC91	1	1	0.08285879	12	0	11289	0.973675333	0.996579628	0.624360607	12	0.001487995	10908
PDGFA	1	1	0.082856557	7	0	11290	0.922895675	0.996579628	0.644268038	7	0.001487995	10726
TECTB	1	1	0.082851585	10	0	11291	0.004999629	0.258228485	0.581372789	10	0.587995853	314
SRPRB	1	1	0.082806049	3	0	11292	0.980285114	0.996579628	0.524914699	3	0.001487995	12808
HSD17B3	1	1	0.082800878	9	0	11293	0.996096628	0.996579628	0.545866348	9	0.001487995	12264
ZFP82	1	1	0.082745206	19	0	11294	0.04895265	0.566951265	0.658973025	19	0.246454271	1502
SEPHS1	1	1	0.082743028	10	0	11295	0.082159305	0.639036517	0.705468659	10	0.194474324	2248
SP110	1	1	0.082727171	2	0	11296	0.494335534	0.947340727	0.487595761	2	0.023493792	9433
FANCL	1	1	0.082719822	2	0	11297	0.922895675	0.996579628	0.512997325	2	0.001487995	13086
CCNO	1	1	0.082705426	5	0	11298	0.983446295	0.996579628	0.466673511	5	0.001487995	14173
RPL36AL	1	1	0.08265838	14	0	11299	0.991716185	0.996579628	0.491152276	14	0.001487995	13635
DNAAF2	1	1	0.082656879	14	0	11300	0.983446295	0.996579628	0.487064818	14	0.001487995	13728
ASTN1	1	1	0.082641096	1	0	11301	0.022039157	0.444567392	0.726119239	1	0.352062395	843
GGT5	1	1	0.082626034	22	0	11302	0.987441123	0.996579628	0.477273241	22	0.001487995	13937
ETHE1	1	1	0.082579215	19	0	11303	0.970330307	0.996579628	0.501206976	19	0.001487995	13382
PAGE1	1	1	0.082552863	X	0	11304	0.427427058	0.912342592	0.562258504	X	0.03984205	8239
ZNF287	1	1	0.082549752	17	0	11305	0.243183171	0.802973034	0.501228032	17	0.095299039	5437
ZNF223	1	1	0.082541905	19	0	11306	0.381251052	0.895438527	0.52749461	19	0.047964224	7693
DPP6	1	1	0.082536151	7	0	11307	0.02939047	0.492720143	0.630005385	7	0.307399683	1021
MS4A5	1	1	0.082525509	11	0	11308	0.107757449	0.674940736	0.521891443	11	0.170734359	2826
PNOC	1	1	0.082522093	8	0	11309	0.003624832	0.22199419	0.596448057	8	0.653658392	262
CANX	1	1	0.082500383	5	0	11310	0.450215217	0.924658479	0.524209999	5	0.034018644	8767
ZFP42	1	1	0.082492186	4	0	11311	0.090202111	0.651803809	0.55986576	4	0.185883106	2441
NT5E	1	1	0.082463508	6	0	11312	0.151281056	0.737993955	0.501354298	6	0.131947196	3646
KCTD7	1	1	0.082455769	7	0	11313	0.262302238	0.819595769	0.496161312	7	0.086400292	5755
PRKX	1	1	0.082454055	X	0	11314	0.884161452	0.996579628	0.615999177	X	0.001487995	10998
NUDT3	1	1	0.082443852	6	0	11315	0.956280207	0.996579628	0.513474279	6	0.001487995	13075
TSKS	1	1	0.08243618	19	0	11316	0.132056513	0.713216991	0.507076994	19	0.146778319	3301
COQ4	1	1	0.082434135	9	0	11317	0.982548553	0.996579628	0.483486648	9	0.001487995	13824
ZZEF1	1	1	0.082422974	17	0	11318	0.272977608	0.827366962	0.506238895	17	0.082301825	5927
TUFT1	1	1	0.08238775	1	0	11319	0.225001621	0.791044786	0.718415335	1	0.101798928	5084
OVOL1	1	1	0.082365597	11	0	11320	0.971772317	0.996579628	0.561923175	11	0.001487995	11901
FBLN5	1	1	0.082323324	14	0	11321	0.376257234	0.890922919	0.479239331	14	0.050159869	7629
OR51D1	1	1	0.082296979	11	0	11322	0.535282552	0.973283635	0.465145939	11	0.011760579	9965
WNT6	1	1	0.082295655	2	0	11323	0.987188067	0.996579628	0.474877257	2	0.001487995	13982
RBPMS	1	1	0.082286932	8	0	11324	0.953410303	0.996579628	0.494274725	8	0.001487995	13562
MOGS	1	1	0.082284273	2	0	11325	0.739963346	0.996579628	0.495610504	2	0.001487995	13534
FAM115A	1	1	0.082254944	7	0	11326	0.969865061	0.996579628	0.538070913	7	0.001487995	12453
F2RL2	1	1	0.082246737	5	0	11327	0.520621767	0.961314225	0.493916509	5	0.017134631	9792
ID4	1	1	0.08224136	6	0	11328	0.434501458	0.915000308	0.568651616	6	0.03857876	8526
FAM174A	1	1	0.082218738	5	0	11329	0.398884145	0.90509681	0.476541632	5	0.043304966	7966
MKNK1	1	1	0.082155487	1	0	11330	0.753163847	0.996579628	0.534028291	1	0.001487995	12555
XCL2	1	1	0.082127013	1	0	11331	0.212735843	0.783504121	0.552414678	1	0.105958715	4840
SLC26A3	1	1	0.082107207	7	0	11332	0.026947006	0.474593864	0.63630182	7	0.323677881	974
RCCD1	1	1	0.082105753	15	0	11333	0.162040412	0.74181056	0.493826253	15	0.129706989	3846
PATL2	1	1	0.082099053	15	0	11334	0.184162224	0.765117032	0.511334684	15	0.11627213	4244
C16orf96	1	1	0.082082046	16	0	11335	0.712760403	0.996579628	0.479492299	16	0.001487995	13896
DGCR6L	1	1	0.082058519	22	0	11336	0.988952328	0.996579628	0.505547023	22	0.001487995	13262
GCAT	1	1	0.082057638	22	0	11337	0.942850135	0.996579628	0.500338901	22	0.001487995	13404
SLC16A8	1	1	0.082051721	22	0	11338	0.991716185	0.996579628	0.468642263	22	0.001487995	14124
C7orf31	1	1	0.082040691	7	0	11339	0.973675333	0.996579628	0.53045096	7	0.001487995	12653
ZNF843	1	1	0.082036716	16	0	11340	0.993369299	0.996579628	0.480010728	16	0.001487995	13882
EPHB4	1	1	0.082016605	7	0	11341	0.08872889	0.650091747	0.664392186	7	0.187025347	2402
REEP5	1	1	0.082004586	5	0	11342	0.978468288	0.996579628	0.498260564	5	0.001487995	13470
CDS2	1	1	0.081975402	20	0	11343	0.973202749	0.996579628	0.512977761	20	0.001487995	13087
ICOS	1	1	0.08196227	2	0	11344	0.684727851	0.996579628	0.541983781	2	0.001487995	12362
RELB	1	1	0.081906337	19	0	11345	0.988575999	0.996579628	0.487514609	19	0.001487995	13721
GPATCH2	1	1	0.08187893	1	0	11346	0.028416594	0.486658849	0.663078988	1	0.312775375	999
BPNT1	1	1	0.081837075	1	0	11347	0.983996757	0.996579628	0.557951533	1	0.001487995	11983
PGBD3	1	1	0.081831738	10	0	11348	0.188243318	0.768493807	0.523443728	10	0.114359628	4408
ZC2HC1A	1	1	0.081827765	8	0	11349	0.957145993	0.996579628	0.65551858	8	0.001487995	10643
TMEM179	1	1	0.081827512	14	0	11350	0.956280207	0.996579628	0.508837833	14	0.001487995	13186
COX11	1	1	0.081822543	17	0	11351	0.987188067	0.996579628	0.527507246	17	0.001487995	12743
PITPNM2	1	1	0.08181115	12	0	11352	0.168666542	0.749410641	0.536308323	12	0.125280145	4012
METTL4	1	1	0.081807743	18	0	11353	0.991716185	0.996579628	0.49856068	18	0.001487995	13456
MRPS2	1	1	0.081804582	9	0	11354	0.987188067	0.996579628	0.496423729	9	0.001487995	13514
MMP28	1	1	0.081790254	17	0	11355	0.992661694	0.996579628	0.478676386	17	0.001487995	13913
ARHGAP40	1	1	0.081759993	20	0	11356	0.991716185	0.996579628	0.547921059	20	0.001487995	12206
TMEM219	1	1	0.0817082	16	0	11357	0.975296828	0.996579628	0.490397472	16	0.001487995	13655
PDE1C	1	1	0.081707742	7	0	11358	0.099933279	0.667447913	0.63796916	7	0.175582621	2645
OSCAR	1	1	0.081698298	19	0	11359	0.99402612	0.996579628	0.496284584	19	0.001487995	13519
GLB1L3	1	1	0.081682062	11	0	11360	0.284870987	0.832390399	0.540302216	11	0.079672938	6123
OSBPL10	1	1	0.08164766	3	0	11361	0.193423618	0.770918425	0.544627773	3	0.112991575	4492
FAM111A	1	1	0.081640166	11	0	11362	0.25046487	0.806839258	0.511403117	11	0.093212979	5573
STAT5B	1	1	0.081637333	17	0	11363	0.106883264	0.67380104	0.562780998	17	0.171468323	2810
G3BP1	1	1	0.081622099	5	0	11364	0.082502758	0.639036517	0.601833114	5	0.194474324	2259
TGM5	1	1	0.081613589	15	0	11365	0.11115544	0.680916989	0.487726836	15	0.16690583	2893
ERN2	1	1	0.081580767	16	0	11366	0.369173406	0.88613566	0.531392105	16	0.052499786	7519
TUBGCP4	1	1	0.081569768	15	0	11367	0.614137684	0.996579628	0.506532073	15	0.001487995	13241
GALC	1	1	0.081556558	14	0	11368	0.067546914	0.612166666	0.598655472	14	0.213130323	1919
ADRA2C	1	1	0.081540443	4	0	11369	0.0706745	0.617775538	0.487064279	4	0.209169292	2017
CD4	1	1	0.081536758	12	0	11370	0.332451648	0.86337043	0.532119637	12	0.06380283	6997
TFAP2A	1	1	0.081480867	6	0	11371	0.052709199	0.57745169	0.639131065	6	0.238484343	1594
ZNF81	1	1	0.081477701	X	0	11372	0.048245812	0.563239697	0.588264961	X	0.249306744	1490
CYB561	1	1	0.081474546	17	0	11373	0.991716185	0.996579628	0.53100838	17	0.001487995	12636
ATAT1	1	1	0.081458431	6	0	11374	0.956305452	0.996579628	0.538555534	6	0.001487995	12441
SH3TC2	1	1	0.081406503	5	0	11375	0.305476577	0.847222017	0.62965867	5	0.072002767	6492
RAB7A	1	1	0.081363883	3	0	11376	0.981666054	0.996579628	0.504646443	3	0.001487995	13287
TMEM68	1	1	0.081331487	8	0	11377	0.993867153	0.996579628	0.579717291	8	0.001487995	11568
STARD13	1	1	0.081325885	13	0	11378	0.468291096	0.932836662	0.553523293	13	0.030194394	9097
POF1B	1	1	0.081304446	X	0	11379	0.331077639	0.862952236	0.531056403	X	0.064013242	6926
SCAND1	1	1	0.08130431	20	0	11380	0.684727851	0.996579628	0.534137731	20	0.001487995	12553
RLN2	1	1	0.081288683	9	0	11381	0.995981193	0.996579628	0.499212681	9	0.001487995	13431
DTNBP1	1	1	0.081276744	6	0	11382	0.970802182	0.996579628	0.517295267	6	0.001487995	12993
CAP1	1	1	0.081240924	1	0	11383	0.973202749	0.996579628	0.526919093	1	0.001487995	12762
NME1	1	1	0.081230686	17	0	11384	0.991716185	0.996579628	0.575930354	17	0.001487995	11648
ZBTB8OS	1	1	0.081199962	1	0	11385	0.930543197	0.996579628	0.502943883	1	0.001487995	13340
DEFB104A	1	1	0.081188985	8	0	11386	0.995587769	0.996579628	0.47303685	8	0.001487995	14032
BRF2	1	1	0.081168282	8	0	11387	0.954551699	0.996579628	0.589969666	8	0.001487995	11360
UQCRH	1	1	0.081155874	1	0	11388	0.985123649	0.996579628	0.513835146	1	0.001487995	13068
CEP97	1	1	0.081142692	3	0	11389	0.75005379	0.996579628	0.498633241	3	0.001487995	13453
RANBP6	1	1	0.081139893	9	0	11390	0.058721273	0.594056628	0.68105809	9	0.226172154	1726
PGC	1	1	0.081127268	6	0	11391	0.365368876	0.885310978	0.665346996	6	0.05290415	7448
ICOSLG	1	1	0.081111973	21	0	11392	0.990482325	0.996579628	0.50600986	21	0.001487995	13255
CAPN5	1	1	0.08110293	11	0	11393	0.026261071	0.471088078	0.815098773	11	0.326897886	952
HPCAL1	1	1	0.081091585	2	0	11394	0.995142328	0.996579628	0.485049674	2	0.001487995	13779
SNRNP40	1	1	0.081072801	1	0	11395	0.433391325	0.915000308	0.55679267	1	0.03857876	8529
CIRH1A	1	1	0.08105036	16	0	11396	0.011793283	0.356451021	0.51484653	16	0.448000137	552
HOXD3	1	1	0.081023277	2	0	11397	0.991716185	0.996579628	0.490510028	2	0.001487995	13653
NOVA1	1	1	0.081019612	14	0	11398	0.187456508	0.768385332	0.585102554	14	0.114420934	4362
NXPE3	1	1	0.080998948	3	0	11399	0.307279374	0.850321693	0.532327926	3	0.070416741	6508
CDKN2AIPNL	1	1	0.080994693	5	0	11400	0.993369299	0.996579628	0.489005175	5	0.001487995	13689
HNRNPH1	1	1	0.080988261	5	0	11401	0.975656637	0.996579628	0.520231755	5	0.001487995	12924
ARL13A	1	1	0.08096528	X	0	11402	0.133498079	0.713216991	0.541202075	X	0.146778319	3292
CDH11	1	1	0.080957789	16	0	11403	0.010133496	0.336059106	0.56132103	16	0.473584332	501
OTC	1	1	0.080948482	X	0	11404	0.131388931	0.713216991	0.526674688	X	0.146778319	3297
EXD2	1	1	0.080933698	14	0	11405	0.35459349	0.878428083	0.528017429	14	0.056293788	7311
SNX7	1	1	0.080928777	1	0	11406	0.162725133	0.74181056	0.478641712	1	0.129706989	3851
NDUFA1	1	1	0.080914053	X	0	11407	0.993369299	0.996579628	0.487475005	X	0.001487995	13722
C17orf59	1	1	0.080913198	17	0	11408	0.103233539	0.668758973	0.47835514	17	0.174730378	2730
SMC1A	1	1	0.080906771	X	0	11409	0.015322896	0.386256196	0.56312883	X	0.413124541	664
DEFB128	1	1	0.080891677	20	0	11410	0.956280207	0.996579628	0.539387604	20	0.001487995	12426
FLJ44635	1	1	0.08088114	X	0	11411	0.988952328	0.996579628	0.475895124	X	0.001487995	13963
MAP3K11	1	1	0.080881069	11	0	11412	0.201804389	0.777737285	0.546971371	11	0.10916708	4637
SLC1A7	1	1	0.080861229	1	0	11413	0.995874193	0.996579628	0.487703968	1	0.001487995	13717
VDAC1	1	1	0.080849332	5	0	11414	0.930543197	0.996579628	0.498425133	5	0.001487995	13465
STMN2	1	1	0.080846216	8	0	11415	0.982548553	0.996579628	0.636358929	8	0.001487995	10791
EIF5AL1	1	1	0.080831017	10	0	11416	0.947126067	0.996579628	0.484727604	10	0.001487995	13793
KIF2A	1	1	0.080822727	5	0	11417	0.16713599	0.747111043	0.468364731	5	0.126614844	3990
INCA1	1	1	0.080818497	17	0	11418	0.970330307	0.996579628	0.491092951	17	0.001487995	13637
SFI1	1	1	0.080788933	22	0	11419	0.264657703	0.820239368	0.525971299	22	0.08605939	5807
MED28	1	1	0.080772872	4	0	11420	0.928799801	0.996579628	0.570164119	4	0.001487995	11755
RAB30	1	1	0.08076625	11	0	11421	0.111547309	0.681546825	0.538447156	11	0.166504301	2901
PKMYT1	1	1	0.080742638	16	0	11422	0.983996757	0.996579628	0.486137232	16	0.001487995	13754
GFRA4	1	1	0.080740538	20	0	11423	0.574221993	0.996579628	0.509176325	20	0.001487995	13180
PIK3R6	1	1	0.080728174	17	0	11424	0.97639912	0.996579628	0.471808734	17	0.001487995	14065
HOXA7	1	1	0.080712868	7	0	11425	0.068174939	0.613398343	0.526354519	7	0.212257402	1957
SIX1	1	1	0.080705691	14	0	11426	0.046519239	0.556106313	0.618215962	14	0.254842175	1458
MRM1	1	1	0.080684681	17	0	11427	0.995260621	0.996579628	0.481097314	17	0.001487995	13863
SPOCK2	1	1	0.080682929	10	0	11428	0.992196717	0.996579628	0.490308947	10	0.001487995	13659
MEIS3	1	1	0.080634716	19	0	11429	0.92719238	0.996579628	0.47745346	19	0.001487995	13933
PNLIPRP3	1	1	0.080615965	10	0	11430	0.256796265	0.813490356	0.484911241	10	0.089647591	5677
CCNI	1	1	0.08059782	4	0	11431	0.229822247	0.796080649	0.47066828	4	0.099042933	5173
RNF185	1	1	0.080590587	22	0	11432	0.882963316	0.996579628	0.624556834	22	0.001487995	10904
CIAO1	1	1	0.080589936	2	0	11433	0.988013981	0.996579628	0.46778143	2	0.001487995	14146
SNX12	1	1	0.080581438	X	0	11434	0.981666054	0.996579628	0.472818858	X	0.001487995	14040
EMX2	1	1	0.080576294	10	0	11435	0.138300831	0.717988109	0.515867292	10	0.143882748	3421
PNN	1	1	0.080571151	14	0	11436	0.088644251	0.650091747	0.607395118	14	0.187025347	2404
CCDC74B	1	1	0.080522553	2	0	11437	0.216305324	0.783797169	0.514134119	2	0.105796309	4920
RHBDD3	1	1	0.080507916	22	0	11438	0.99402612	0.996579628	0.478408499	22	0.001487995	13915
LYPD5	1	1	0.080492649	19	0	11439	0.966239637	0.996579628	0.500761271	19	0.001487995	13395
NAP1L5	1	1	0.08047786	4	0	11440	0.988013981	0.996579628	0.463694933	4	0.001487995	14232
TMEM140	1	1	0.080419423	7	0	11441	0.263860779	0.819631175	0.531464304	7	0.086381531	5773
BTK	1	1	0.080397378	X	0	11442	0.526745987	0.966416687	0.515998567	X	0.01483558	9892
CRYGA	1	1	0.080387541	2	0	11443	0.606108371	0.996579628	0.469763727	2	0.001487995	14100
C1orf95	1	1	0.080372327	1	0	11444	0.985123649	0.996579628	0.562269289	1	0.001487995	11894
CUL4A	1	1	0.080358103	13	0	11445	0.570323779	0.996579628	0.515983352	13	0.001487995	13022
LIPT2	1	1	0.080335298	11	0	11446	0.321604951	0.856989076	0.561325246	11	0.067024714	6680
MAT1A	1	1	0.08030915	10	0	11447	0.175955764	0.760250187	0.543780828	10	0.119043464	4139
RPE	1	1	0.08028302	2	0	11448	0.92690619	0.996579628	0.480852233	2	0.001487995	13869
C2orf83	1	1	0.080217698	2	0	11449	0.279761706	0.830878392	0.530078612	2	0.080462535	6059
ANKRD9	1	1	0.080188111	14	0	11450	0.64561955	0.996579628	0.488321575	14	0.001487995	13700
ACSM5	1	1	0.080163999	16	0	11451	0.299771708	0.843931125	0.49701797	16	0.073692996	6397
MRPS10	1	1	0.080129105	6	0	11452	0.970330307	0.996579628	0.541772249	6	0.001487995	12365
FBP1	1	1	0.080119303	9	0	11453	0.991716185	0.996579628	0.471086385	9	0.001487995	14073
KITLG	1	1	0.080108576	12	0	11454	0.155115796	0.739852425	0.481938525	12	0.130854898	3734
PPP1R10	1	1	0.080044572	6	0	11455	0.330179882	0.862211093	0.570945897	6	0.064386394	6905
SHROOM4	1	1	0.080033762	X	0	11456	0.586139133	0.996579628	0.481296657	X	0.001487995	13860
CDCA2	1	1	0.080031254	8	0	11457	0.559230339	0.996579628	0.534573483	8	0.001487995	12540
NKX2-2	1	1	0.080019743	20	0	11458	0.195047303	0.773862179	0.563170381	20	0.111336378	4510
TMPRSS7	1	1	0.079996144	3	0	11459	0.516599883	0.961016752	0.539781546	3	0.017269042	9755
ZFP92	1	1	0.07994428	X	0	11460	0.5	0.947340727	0.522401613	X	0.023493792	9405
AP1M1	1	1	0.079930546	19	0	11461	0.317213115	0.856989076	0.531823717	19	0.067024714	6700
MAGEB16	1	1	0.079920374	X	0	11462	0.334510128	0.86337043	0.470710151	X	0.06380283	7021
CDC14A	1	1	0.079900895	1	0	11463	0.525648624	0.96525665	0.504948097	1	0.015357198	9877
ABHD4	1	1	0.07980308	14	0	11464	0.141016902	0.720988695	0.592052794	14	0.142071545	3476
SPATA8	1	1	0.079790232	15	0	11465	0.991729348	0.996579628	0.667128934	15	0.001487995	10580
IFI30	1	1	0.079786073	19	0	11466	0.979225052	0.996579628	0.496647853	19	0.001487995	13508
TMEM99	1	1	0.079761089	17	0	11467	0.398501321	0.905011326	0.505762543	17	0.043345986	7960
LYRM4	1	1	0.079759671	6	0	11468	0.653526908	0.996579628	0.509275008	6	0.001487995	13178
PRR13	1	1	0.07975871	12	0	11469	0.991716185	0.996579628	0.471909523	12	0.001487995	14062
